ami_,failure_scenarios,description,relevant_vulnerabilities,impacts,potential_mitigations,nist_csf_subcategory,domain,source_file,scenario_raw,scenario_id,csf_subcategory,nist_function,der_,dgm_
,Microgrid Disconnect Process Compromised via DERMS,"A threat agent gains access to the utility DERMS system and alters the conditions that determine when a utility has permission to disconnect a pre-established microgrid from the grid. This modification causes the microgrid either to disconnect at some random time in the future, or to prevent it from disconnecting even when it is supposed to disconnect (e.g., in the case of an outage)",V18A) Unnecessary access is permitted to system functions in the DERMS system,"I18A) Since the microgrid may not be prepared to disconnect from the grid or may be brought down during the grid outage, it will experience a complete outage",M18A) Use RBAC to limit those users authorized to change microgrid establishment permissions in the utility’s DERMS system,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
",DER,der.csv,,299,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
",PR,18.0,
,,,V18B) System permits unauthorized changes to utility permissions for microgrid disconnect,I18B) Legal costs for litigation with the adversely affected customers,"M18B) Require intrusion detection, as part of DERMS network and system management
capabilities",DE.DP-2: Detection activities comply with all applicable requirements,DER,der.csv,,300,DE.DP-2: Detection activities comply with all applicable requirements,DE,,
,,,V18C) System permits messages to be modified by unauthorized individuals to convey a command to modify utility permission for microgrid disconnect,,"M18C) Require multi-factor authentication for operationally critical functions, such as modifying configuration files","PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)
PR.IP-3: Configuration change control processes are in place",DER,der.csv,,301,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)
PR.IP-3: Configuration change control processes are in place",PR,,
,,,V18D) Message modified by an adversary is either difficult or infeasible to distinguish from a valid message,,M18D) Authenticate messages for administrative messages received by the utility DERMS,"PR.DS-2: Data-in-transit is protected
PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",DER,der.csv,,302,"PR.DS-2: Data-in-transit is protected
PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",PR,,
,,,,,"M18E) Check message integrity for administrative messages received by the utility
DERMS","PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",DER,der.csv,,303,"PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",PR,,
,Threat Agent Gains Access to Utility DERMS via FDEMS,"A threat agent uses a FDEMS to which they have full access, to access the utility’s DERMS system. The threat agent is able to modify the DER commands, schedules, and requests sent to other DER systems, making these settings beneficial to their own DER systems, and consequently less beneficial to other DER systems","V19A) System relies on credentials that are easy to obtain for access to modify the DERMS settings, when communicating using the FDEMS to DERMS protocol",I19A) Inefficient or cost-ineffective power system operated by the utility,M19A) Use RBAC in the utility’s DERMS system to limit privilege to modify DERMS settings,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
",DER,der.csv,,304,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties
",PR,19.0,
,,,V19B) Unnecessary access is permitted to system functions in the DERMS system that modify settings that impact individual DER systems,I19B) Utility legal costs related to DER owner litigation for unfair practices,M19B) Validate inputs in the DERMS control commands,"PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",DER,der.csv,,305,"PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",PR,,
,,,"V19C) System permits messages to be modified by unauthorized individuals so that a message to the DERMS using the FDEMS communications channel appears to come from an entity authorized to change DERMS settings, and contains a request for such changes",,M19C) Authenticate messages received by the DERMS from FDEMS systems,"PR.DS-2: Data-in-transit is protected
PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",DER,der.csv,,306,"PR.DS-2: Data-in-transit is protected
PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",PR,,
,,,"V19D) Message modified by an adversary is either difficult or infeasible to distinguish from a valid message, in this case a change to the apparent source of the message as well as its contents",,M19D) Check message integrity for messages received by the DERMS from an FDEMS,"PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity
",DER,der.csv,,307,"PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity
",PR,,
,,,V19E) Users lack visibility that unauthorized changes were made to DERMS functions,,,,DER,der.csv,,308,nan,,,
,Compromised DERMS Weather Data Modifies DER Output Forecasts,"A threat agent accesses the DERMS system and modifies the weather data being used to forecast loads and DER generation/storage. Consequently, less than optimal requests are sent to DER systems, causing financial impacts to the utility",V20A) System relies on credentials that are easy to obtain for access to the DERMS system,I20A) Inefficient or cost-ineffective power system operated by the utility,M20A) Use RBAC in the utility’s DERMS system to limit privilege to access weather data,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties



",DER,der.csv,,309,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties



",PR,20.0,
